RegionID,SizeRank,RegionName,RegionType,StateName,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023
394627,679,"Garden City, KS",msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,38
395129,680,"Stephenville, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,23,25,25,27,26,26,24,25,24,24,23,23,24,24,23,22,23,24,27,30,33,34,31,31,32,32,33,31,33,30,32,32,33,32,30,30,32
395230,682,"Wilmington, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,40,39,37,39,41,42,41,42,43,44,47,46,46,43,42,41,41,41,42,43,44,42,42,43,46,43,40,37,37,36,37,37,37,38,37,38,37,35,34,33,35,34,36,34,36
394424,683,"Bucyrus, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,35,33,33,31
394624,687,"Gainesville, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,31,31,31,30,32,30,28,29,29
394845,690,"McMinnville, TN",msa,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,33,35,37,37,37,34
394341,691,"Astoria, OR",msa,OR,39,38,38,40,40,39,37,36,35,36,36,37,37,36,37,37,38,39,39,38,39,37,38,37,37,38,39,41,40,39,38,39,40,41,44,45,43,38,36,35,37,37,38,38,37,38,37,38,36,34,33,32,32,32,33,33,33,32,32,34,36,37,35,36,34,34,33,33
394384,697,"Big Rapids, MI",msa,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,26,28,37,39,38,37,36,36,32,32,32,33,33,33,34,35,34,33,33,37,36,35,31,30,30,30,31,31,32,32,33,29,30,30,32,32,33,33,32,31
394354,698,"Austin, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,30,31,31,30,33,32,30
395219,700,"West Plains, MO",msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,42,41,40,41,41,40,40,41,42,43,46,45,44,43,43,45,43,44,42,40,39,38,38,37,37,39,38,37,36,35,37,35,34,33,34,35,34,34,35,35,35,36,38,36
394934,701,"Okeechobee, FL",msa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,27
394476,704,"Clewiston, FL",msa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,42,40,36,38,38,40,38,36,36,34,33,31,32,34,33,35,33,34,32,33,33,36,35,33,30,28,26,28,29,31,28,27,27
395026,705,"Riverton, WY",msa,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,42,39,37,35
394981,708,"Pittsburg, KS",msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,37,34,35,35,35,36,36,37
394663,709,"Hannibal, MO",msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,34,36,37,38,37,35,33,35
394315,711,"Alexandria, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,38,39,36,35,35,36
395178,712,"Urbana, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,33,32,34,35,34,34
394526,716,"Defiance, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,40,41,41,39,39,40,41,40,39,39,42,43,41,39,38,40,40,40,38,38,36,37,37,40,37,34,34,37,40,40,39,39
394715,719,"Jacksonville, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,36,36,38,38,39,39,37,36
394300,720,"Ada, OK",msa,OK,,,,,,,,,,,,,,,,,,,,45,42,42,41,40,40,43,47,47,44,43,45,48,51,52,51,50,45,44,42,49,50,52,48,47,47,50,52,49,48,47,47,46,44,44,45,45,46,41,42,40,43,40,40,37,38,38,40,38
394507,722,"Crawfordsville, IN",msa,IN,,29,33,36,38,40,38,40,37,37,37,39,39,38,37,39,38,38,38,37,37,36,36,36,37,36,36,37,39,40,39,40,41,42,45,44,42,40,39,38,39,40,40,38,39,38,38,38,41,42,42,39,38,37,36,36,35,34,33,34,32,32,34,35,34,36,37,36
395072,724,"Scottsbluff, NE",msa,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,36,36,36,40,40,40,35
394451,728,"Centralia, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,41,43,41
394554,729,"Easton, MD",msa,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,46,43,46,45,43,43,48,50,50,47,46,44,45,45,46,45,47,47,48,47,44,42,40,42,42,42,41,39,40,41,42,39,38,36,40,42,42,41,41,44
394888,731,"Mount Vernon, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,44,45,45,45,45,42,41,36,38,37,40,41,41,41,41,41,41,39,40,39,37,37,37,38,36,38,38,38,37,36,40
395069,738,"Sault Ste. Marie, MI",msa,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,35,33,37,37
394745,744,"Kill Devil Hills, NC",msa,NC,48,42,36,35,36,39,42,44,44,44,44,44,42,39,38,37,37,39,41,42,43,43,45,44,43,41,44,43,44,44,48,51,52,53,50,47,45,48,49,49,50,50,49,48,49,49,50,50,49,45,43,43,43,42,42,41,42,43,44,41,40,38,40,41,41,38,39,41
394702,746,"Hutchinson, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,33,36,35,34,33,34,34
394696,748,"Huntington, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,31,31,30,30,28,27,25
394781,755,"Lebanon, MO",msa,MO,,,,,,,,,,,,32,36,37,36,35,36,36,37,38,38,38,36,33,34,37,39,38,37,39,43,44,42,40,40,38,38,38,41,42,43,41,40,38,37,37,38,38,36,35,37,37,37,35,35,36,35,34,32,31,32,33,34,34,34,36,35,34
395187,760,"Vernal, UT",msa,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,38,22,32,36,39,38,37,36,36,36,38,38,37,33,32,33,32,32,30,30,31,32,32,33,32,33,31,33,33,34,32,32,31
786252,761,"Bonham, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
394947,762,"Ottumwa, IA",msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,43,43,44,42,45
394430,764,"Butte, MT",msa,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,33,35,39,39,38,36,34
394713,768,"Jackson, WY",msa,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,38,38,36,36,34
394331,774,"Angola, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,31,33,34,32,30,25
395150,781,"Taylorville, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,40,40,40,43,44,43,41,40,39,39,38,40,41,43,43,42,43,42,43,42,40,39,38,37,37,37,39,38,39,37,38,36,35,35,36,39,42,42,40,36
786262,786,"Pella, IA",msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,37,38,39,39,42,42,42,40
394815,791,"Madison, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,32,33,33,33
753878,797,"Dayton, TN",msa,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,33,35,34,33,34,36
394433,799,"Cambridge, MD",msa,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,49,48,47,42,39,40,47,48,49,46,45,44,44,43,42,42,42,42,42,41,42,40,41,39,39,39,39,39,39,38,37,36,36,37,36,36,36,38,36,35
395196,810,"Wabash, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
753871,811,"Breckenridge, CO",msa,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,45,44,36,36,38,42,45,46,46,42,39,37,38,39,37,38,38,38,37,36,37,37,38,37,37,36,36,36,36,35,34,32,34,35,36,36,36,35,32,32,32,33
394310,814,"Albert Lea, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,31,31,31,29
395206,825,"Washington Court House, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31
394795,834,"Lincoln, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,39
394921,841,"North Vernon, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
753923,849,"The Dalles, OR",msa,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
394649,850,"Greensburg, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28
394322,864,"Altus, OK",msa,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,35,37,40,43,41,41,37
394805,916,"Los Alamos, NM",msa,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,35
